Name,Main Web Page,Main Image,Second Image,Third Image,Fourth Image,Fifth Image,Sixth Image,Seventh Image,Eighth Image,Ninth Image,Tenth Image,Price,Discounted Price,Sleeve,Collar
شلوار زنانه طرح جین سنگشور,https://www.shixon.com/products/p60147639/?sac=59,https://img.shixon.com/products/13991030234506-e6ba86ce-8fd6-4f1d-8df3-8c35cc1d9523.jpg,[],[],[],[],[],[],[],[],[],1200000,1200000,[],[]
شلوار ورزشی برند مدلایف,https://www.shixon.com/products/p60150877/?sac=59,https://img.shixon.com/products/13991203100845-f3b0327f-5c87-46a7-9d49-a7082bbb3c44.jpg,[],[],[],[],[],[],[],[],[],3050000,1800000,[],[]
شلوار طرح لی  ساده کمرکش,https://www.shixon.com/products/p60150263/?sac=59,https://img.shixon.com/products/13991202141727-b27b4f45-aeb2-448c-880c-5d481ece3fcf.jpg,[],[],[],[],[],[],[],[],[],900000,800000,[],[]
َشلوار طرح لی جیب دار,https://www.shixon.com/products/p60150265/?sac=59,https://img.shixon.com/products/13991202135134-875b3442-27a8-4eb2-8500-7f1d851512df.jpg,https://img.shixon.com/products/13991202135135-128a28e3-4f0c-446c-98e9-80dacd9813cc.jpg,[],[],[],[],[],[],[],[],900000,800000,[],[]
شلوار راحتی دخترانه پسرانه کرکی,https://www.shixon.com/products/p60149348/?sac=59,https://img.shixon.com/products/13991125011016-c8168598-a2e7-405c-8949-05a7e12579d8.jpg,[],[],[],[],[],[],[],[],[],880000,550000,[],[]
شلوار نخی گشاد,https://www.shixon.com/products/p60149010/?sac=59,https://img.shixon.com/products/13991203100845-d34e514c-caeb-426c-94b5-8d628e415632.jpg,https://img.shixon.com/products/13991119095709-fb9b70c0-b919-46f8-bc6d-962821536300.jpg,https://img.shixon.com/products/13991119095709-72b0785a-bc8b-4e9d-9f9f-01ca06aaf8d6.jpg,[],[],[],[],[],[],[],950000,650000,[],[]
شلوار نخی گشاد,https://www.shixon.com/products/p60149011/?sac=59,https://img.shixon.com/products/13991203100845-8b4f5c9e-2c2e-4c6a-8902-c1d0a0fd83da.jpg,https://img.shixon.com/products/13991119095709-36934021-8ddc-4eab-87aa-c3502380645d.jpg,[],[],[],[],[],[],[],[],950000,650000,[],[]
شلوار راحتی زنانه شیک,https://www.shixon.com/products/p60147862/?sac=59,https://img.shixon.com/products/13991105111834-7d3a1d39-6270-4417-92d8-e608e4905e4b.jpg,[],[],[],[],[],[],[],[],[],810000,770000,[],[]
شلوار گرم بافت زمستانه دمپاکش,https://www.shixon.com/products/p60147866/?sac=59,https://img.shixon.com/products/13991105111834-e5f1a47e-0115-4c0f-90a1-efd8109ba673.jpg,[],[],[],[],[],[],[],[],[],910000,710000,[],[]
شلوار ورزشی,https://www.shixon.com/products/p60147755/?sac=59,https://img.shixon.com/products/13991104111203-15099921-dee5-4986-b741-6b3b155cf5c5.jpg,https://img.shixon.com/products/13991104111203-bbbf331b-0aa2-4883-92ed-34dd535b18ba.jpg,https://img.shixon.com/products/13991104111203-69a24bce-e31d-4a90-b12e-2345f7e8ed1c.jpg,https://img.shixon.com/products/13991104111203-682fd137-a0d9-4131-9448-a2bf03d1d7b6.jpg,[],[],[],[],[],[],3500000,1699000,[],[]
شلوار ورزشی,https://www.shixon.com/products/p60147757/?sac=59,https://img.shixon.com/products/13991104111203-cc9e10cc-9b9c-4775-a3ac-ea54bb7298f7.jpg,https://img.shixon.com/products/13991104111203-d0d5cbf0-bc39-41db-b6a7-c5c4805025c6.jpg,https://img.shixon.com/products/13991104111203-596c2f25-353d-4813-bce2-59a7c4666c84.jpg,https://img.shixon.com/products/13991104111203-02440108-eb8d-40fa-920e-300c74675806.jpg,[],[],[],[],[],[],3500000,1699000,[],[]
شلوار زنانه غواصی,https://www.shixon.com/products/p60147640/?sac=59,https://img.shixon.com/products/13991101000537-8d5292e1-b31e-4f55-9817-beac528cc376.jpg,[],[],[],[],[],[],[],[],[],1200000,890000,[],[]
شلوار زنانه مدل LEG,https://www.shixon.com/products/p60147321/?sac=59,https://img.shixon.com/products/13991025182700-ac2c83b9-aeae-48f1-9fa0-7599c252d190.jpg,https://img.shixon.com/products/13991025182700-4f08bcd1-57e5-4adf-ae30-fcc48e9e9eb2.jpg,[],[],[],[],[],[],[],[],1360000,890000,[],[]
شلوار ورزشی,https://www.shixon.com/products/p60146966/?sac=59,https://img.shixon.com/products/13991020155538-35e7870d-aef8-4f5d-b2f6-a190b42a0db2.jpg,https://img.shixon.com/products/13991020155538-29c86bf9-ff2d-4934-a905-04fe00011996.jpg,https://img.shixon.com/products/13991020155538-77841f9e-e4a6-42b1-a47d-81aefc292bc8.jpg,[],[],[],[],[],[],[],3500000,1699000,[],[]
شلوار ورزشی,https://www.shixon.com/products/p60146967/?sac=59,https://img.shixon.com/products/13991020155551-f4049b42-fdb8-4999-98e9-dbbd8084cc7f.jpg,https://img.shixon.com/products/13991020155551-f2c95096-9de1-4cd7-9e4a-38037659344b.jpg,https://img.shixon.com/products/13991020155551-58baf35e-5225-4a42-8129-97037e9d3b07.jpg,[],[],[],[],[],[],[],3500000,1699000,[],[]
شلوار ورزشی,https://www.shixon.com/products/p60146968/?sac=59,https://img.shixon.com/products/13991020155538-cfcce72c-dcef-4688-a4bb-6b2a79f0afa8.jpg,https://img.shixon.com/products/13991020155538-f88a50a1-5bff-43e0-9556-9ee7ac95edd7.jpg,https://img.shixon.com/products/13991020155538-c8462911-445d-45f7-8b61-0e815f023344.jpg,[],[],[],[],[],[],[],3500000,1699000,[],[]
شلوار سندبادی خرگوش,https://www.shixon.com/products/p60146977/?sac=59,https://img.shixon.com/products/13991021183306-f81a6cb4-a232-4951-a51e-a1aac2d946ae.jpg,[],[],[],[],[],[],[],[],[],850000,690000,[],[]
شلوار ورزشی اسلش,https://www.shixon.com/products/p60146942/?sac=59,https://img.shixon.com/products/13991020155538-803fed08-772f-47c5-8561-bc80104a0f0b.jpg,https://img.shixon.com/products/13991020155551-0313e4ae-f003-4758-b19c-c3ab977e8172.jpg,https://img.shixon.com/products/13991020155551-1aa87f26-8630-432c-ac7a-db5313bd8442.jpg,[],[],[],[],[],[],[],3000000,1649000,[],[]
شلوار ورزشی اسلش,https://www.shixon.com/products/p60146945/?sac=59,https://img.shixon.com/products/13991020155551-b114b428-5f29-4d2f-935d-c291dc037a9c.jpg,https://img.shixon.com/products/13991020155551-a5b3a344-7699-4700-9f55-a7552465893c.jpg,https://img.shixon.com/products/13991020155551-8d580e32-9c22-41a0-93db-5bb3a3b6e4cc.jpg,[],[],[],[],[],[],[],3000000,1649000,[],[]
شلوار ورزشی اسلش,https://www.shixon.com/products/p60146947/?sac=59,https://img.shixon.com/products/13991020155551-6abca82a-48d8-479a-b05d-816a4780063e.jpg,https://img.shixon.com/products/13991020155551-3273f632-05c6-4959-972f-06b5e19fc9f2.jpg,https://img.shixon.com/products/13991020155551-c34b0e82-35d0-4339-b2d4-a3ad8ada4caf.jpg,[],[],[],[],[],[],[],3000000,1649000,[],[]
شلوار ورزشی اسلش,https://www.shixon.com/products/p60146949/?sac=59,https://img.shixon.com/products/13991020155537-1093b7db-0a0a-42a4-8161-0ee1bcdfa51d.jpg,https://img.shixon.com/products/13991020155538-ba9c4bc4-b64d-4eb2-8789-99ba321cf6fd.jpg,https://img.shixon.com/products/13991020155538-6267300a-1d5f-4a41-92f2-de166a58000d.jpg,[],[],[],[],[],[],[],3000000,1649000,[],[]
شلوار ورزشی اسلش,https://www.shixon.com/products/p60146952/?sac=59,https://img.shixon.com/products/13991020155538-ea5cda15-01d3-44e3-bf46-a7a0b6c2c86d.jpg,https://img.shixon.com/products/13991020155538-a700825f-59a6-45bf-ab1d-deed84462e6a.jpg,https://img.shixon.com/products/13991020155538-0e75c3bf-5c8b-4a00-84b3-4f60e110268d.jpg,[],[],[],[],[],[],[],3000000,1649000,[],[]
شلوار چریکی,https://www.shixon.com/products/p60146822/?sac=59,https://img.shixon.com/products/13991018012955-4a4da8b6-a70a-40e7-9c92-ae63a011776f.jpg,[],[],[],[],[],[],[],[],[],950000,950000,[],[]
