Name,Main Web Page,Main Image,Second Image,Third Image,Fourth Image,Fifth Image,Sixth Image,Seventh Image,Eighth Image,Ninth Image,Tenth Image,Price,Value of Discount,Collar,Sleeve
596861-پیراهن-مردانه-ناوالس-مدلvip-n-wh,https://www.digistyle.com/product/596861-پیراهن-مردانه-ناوالس-مدلvip-n-wh,https://dkstatics-public.digikala.com/digikala-products/116701237.jpg,https://dkstatics-public.digikala.com/digikala-products/116701242.jpg,[],[],[],[],[],[],[],[],1940000,582000,[],بلند
596861-پیراهن-مردانه-ناوالس-مدلvip-n-wh?size_id=666,https://www.digistyle.com/product/596861-پیراهن-مردانه-ناوالس-مدلvip-n-wh?size_id=666,https://dkstatics-public.digikala.com/digikala-products/116701237.jpg,https://dkstatics-public.digikala.com/digikala-products/116701242.jpg,[],[],[],[],[],[],[],[],1940000,582000,[],بلند
596861-پیراهن-مردانه-ناوالس-مدلvip-n-wh?size_id=66,https://www.digistyle.com/product/596861-پیراهن-مردانه-ناوالس-مدلvip-n-wh?size_id=66,https://dkstatics-public.digikala.com/digikala-products/116701237.jpg,https://dkstatics-public.digikala.com/digikala-products/116701242.jpg,[],[],[],[],[],[],[],[],1940000,582000,[],بلند
596861-پیراهن-مردانه-ناوالس-مدلvip-n-wh?size_id=67,https://www.digistyle.com/product/596861-پیراهن-مردانه-ناوالس-مدلvip-n-wh?size_id=67,https://dkstatics-public.digikala.com/digikala-products/116701237.jpg,https://dkstatics-public.digikala.com/digikala-products/116701242.jpg,[],[],[],[],[],[],[],[],1940000,582000,[],بلند
596861-پیراهن-مردانه-ناوالس-مدلvip-n-wh,https://www.digistyle.com/product/596861-پیراهن-مردانه-ناوالس-مدلvip-n-wh,https://dkstatics-public.digikala.com/digikala-products/116701237.jpg,https://dkstatics-public.digikala.com/digikala-products/116701242.jpg,[],[],[],[],[],[],[],[],1940000,582000,[],بلند
4177513-پیراهن-آستین-کوتاه-مردانه-زی-مدل-153139359,https://www.digistyle.com/product/4177513-پیراهن-آستین-کوتاه-مردانه-زی-مدل-153139359,https://dkstatics-public.digikala.com/digikala-products/b59a3bcd64880e60111a7438db83e821f5ab0d53_1610200541.jpg,https://dkstatics-public.digikala.com/digikala-products/626f76758274239d192b5c6598c0ed668ce03a1c_1610200539.jpg,https://dkstatics-public.digikala.com/digikala-products/c6f5155632bca4d73e9d287cd703a4205978df85_1610200545.jpg,https://dkstatics-public.digikala.com/digikala-products/e121481d1c63f58c481b95eb621169f5ea720d94_1610200543.jpg,https://dkstatics-public.digikala.com/digikala-products/5fa2e91e4597fef7d3b2995d851bb8de299f201b_1610200546.jpg,https://dkstatics-public.digikala.com/digikala-products/a60d01ce8e013ec7bb72162270ce21bd3fad6c6b_1610200548.jpg,https://dkstatics-public.digikala.com/digikala-products/b268fd189a3139e534f14add7100d1933ab683c2_1614161298.jpg,[],[],[],2400000,[],برگردان,کوتاه
4177513-پیراهن-آستین-کوتاه-مردانه-زی-مدل-153139359?size_id=65,https://www.digistyle.com/product/4177513-پیراهن-آستین-کوتاه-مردانه-زی-مدل-153139359?size_id=65,https://dkstatics-public.digikala.com/digikala-products/b59a3bcd64880e60111a7438db83e821f5ab0d53_1610200541.jpg,https://dkstatics-public.digikala.com/digikala-products/626f76758274239d192b5c6598c0ed668ce03a1c_1610200539.jpg,https://dkstatics-public.digikala.com/digikala-products/c6f5155632bca4d73e9d287cd703a4205978df85_1610200545.jpg,https://dkstatics-public.digikala.com/digikala-products/e121481d1c63f58c481b95eb621169f5ea720d94_1610200543.jpg,https://dkstatics-public.digikala.com/digikala-products/5fa2e91e4597fef7d3b2995d851bb8de299f201b_1610200546.jpg,https://dkstatics-public.digikala.com/digikala-products/a60d01ce8e013ec7bb72162270ce21bd3fad6c6b_1610200548.jpg,https://dkstatics-public.digikala.com/digikala-products/b268fd189a3139e534f14add7100d1933ab683c2_1614161298.jpg,[],[],[],2400000,[],برگردان,کوتاه
4177513-پیراهن-آستین-کوتاه-مردانه-زی-مدل-153139359?size_id=68,https://www.digistyle.com/product/4177513-پیراهن-آستین-کوتاه-مردانه-زی-مدل-153139359?size_id=68,https://dkstatics-public.digikala.com/digikala-products/b59a3bcd64880e60111a7438db83e821f5ab0d53_1610200541.jpg,https://dkstatics-public.digikala.com/digikala-products/626f76758274239d192b5c6598c0ed668ce03a1c_1610200539.jpg,https://dkstatics-public.digikala.com/digikala-products/c6f5155632bca4d73e9d287cd703a4205978df85_1610200545.jpg,https://dkstatics-public.digikala.com/digikala-products/e121481d1c63f58c481b95eb621169f5ea720d94_1610200543.jpg,https://dkstatics-public.digikala.com/digikala-products/5fa2e91e4597fef7d3b2995d851bb8de299f201b_1610200546.jpg,https://dkstatics-public.digikala.com/digikala-products/a60d01ce8e013ec7bb72162270ce21bd3fad6c6b_1610200548.jpg,https://dkstatics-public.digikala.com/digikala-products/b268fd189a3139e534f14add7100d1933ab683c2_1614161298.jpg,[],[],[],2400000,[],برگردان,کوتاه
4177513-پیراهن-آستین-کوتاه-مردانه-زی-مدل-153139359,https://www.digistyle.com/product/4177513-پیراهن-آستین-کوتاه-مردانه-زی-مدل-153139359,https://dkstatics-public.digikala.com/digikala-products/b59a3bcd64880e60111a7438db83e821f5ab0d53_1610200541.jpg,https://dkstatics-public.digikala.com/digikala-products/626f76758274239d192b5c6598c0ed668ce03a1c_1610200539.jpg,https://dkstatics-public.digikala.com/digikala-products/c6f5155632bca4d73e9d287cd703a4205978df85_1610200545.jpg,https://dkstatics-public.digikala.com/digikala-products/e121481d1c63f58c481b95eb621169f5ea720d94_1610200543.jpg,https://dkstatics-public.digikala.com/digikala-products/5fa2e91e4597fef7d3b2995d851bb8de299f201b_1610200546.jpg,https://dkstatics-public.digikala.com/digikala-products/a60d01ce8e013ec7bb72162270ce21bd3fad6c6b_1610200548.jpg,https://dkstatics-public.digikala.com/digikala-products/b268fd189a3139e534f14add7100d1933ab683c2_1614161298.jpg,[],[],[],2400000,[],برگردان,کوتاه
3951607-پیراهن-آستین-بلند-مردانه-زی-مدل-153139277,https://www.digistyle.com/product/3951607-پیراهن-آستین-بلند-مردانه-زی-مدل-153139277,https://dkstatics-public.digikala.com/digikala-products/3b256ba75de5b57af053182ecf5317995ccce27d_1607956551.jpg,https://dkstatics-public.digikala.com/digikala-products/09d907eaff68c880b11b59b2369a38c7fad7c07e_1611488948.jpg,https://dkstatics-public.digikala.com/digikala-products/3f27d38d1287f30a36f765939de7daedfd7328f8_1607956550.jpg,https://dkstatics-public.digikala.com/digikala-products/9d744ab2f82e1c07b8b607d5cd0c4b5311b20d6a_1607956552.jpg,https://dkstatics-public.digikala.com/digikala-products/faf32c16cb6a780adb19039dd1bbc11141ef3074_1607956553.jpg,https://dkstatics-public.digikala.com/digikala-products/e921c0c76eb2f30da5570cd9f8270b6984d40b00_1607956554.jpg,https://dkstatics-public.digikala.com/digikala-products/1a7e1a140d48b240f5d7083e0c3dc78a2e6ad34f_1607956556.jpg,https://dkstatics-public.digikala.com/digikala-products/da466d428b30ac763de8eee5567542475538844d_1614161590.jpg,[],[],2450000,1350000,برگردان,بلند
