Name,Main Web Page,Main Image,Second Image,Third Image,Fourth Image,Fifth Image,Sixth Image,Seventh Image,Eighth Image,Ninth Image,Tenth Image,Eleventh Image,Twelve Image,Price,Discounted Percent,Collar,Sleeve
/شلوار-ورزشی-مردانه-کد-10007-رن,https://www.digikala.com/product/dkp-1732464/شلوار-ورزشی-مردانه-کد-10007-رنگ-طوسی,https://dkstatics-public-2.digikala.com/digikala-products/111776442.jpg,https://dkstatics-public-2.digikala.com/digikala-products/111776446.jpg,https://dkstatics-public.digikala.com/digikala-products/111776452.jpg,https://dkstatics-public.digikala.com/digikala-products/111776455.jpg,https://dkstatics-public-2.digikala.com/digikala-products/111776456.jpg,https://dkstatics-public.digikala.com/digikala-products/112645658.jpg,[],[],[],[],[],[],1050000,%,[],کوتاه
تیشرت-ورزشی-مردانه-1991-اس-دبلیو-مدل-base-layer-short,https://www.digikala.com/product/dkp-589519/تیشرت-ورزشی-مردانه-1991-اس-دبلیو-مدل-base-layer-short-white,https://dkstatics-public.digikala.com/digikala-products/116701098.jpg,https://dkstatics-public.digikala.com/digikala-products/116701108.jpg,https://dkstatics-public.digikala.com/digikala-products/116701103.jpg,[],[],[],[],[],[],[],[],[],1600000,20%,گرد,کوتاه
/شلوار-ورزشی-مردانه-1991-اس-دبلیو-مدل-sh1,https://www.digikala.com/product/dkp-4929116/شلوار-ورزشی-مردانه-1991-اس-دبلیو-مدل-sh1902-nb,https://dkstatics-public.digikala.com/digikala-products/c7ba62528f269a3515bd2eb5d1945d7b1fb91a9b_1618659662.jpg,https://dkstatics-public.digikala.com/digikala-products/a2ad029a7d9c2f5eb02c8eaccfd9d810a7fba235_1618659667.jpg,https://dkstatics-public.digikala.com/digikala-products/d436119677e414ec20c4a30d26792b84992c5b44_1618659673.jpg,https://dkstatics-public.digikala.com/digikala-products/6d674fd165851083c006e4ab6dfbb74d9ddb2056_1618659715.jpg,https://dkstatics-public.digikala.com/digikala-products/c37a36e1397e92b1e47d7c1ce6bf07cc43532707_1618659721.jpg,[],[],[],[],[],[],[],4760000,28%,[],کوتاه
/شلوارک-ورزشی-مردانه-بی-فور-ران-مدل-210,https://www.digikala.com/product/dkp-4904065/شلوارک-ورزشی-مردانه-بی-فور-ران-مدل-210611-90,https://dkstatics-public.digikala.com/digikala-products/c80ed5a1bdffa444eb08be045cfc3945d48e4112_1618830950.jpg,https://dkstatics-public.digikala.com/digikala-products/8b74d2edcbdbc82c066f275fe03922082417cf13_1618830954.jpg,https://dkstatics-public.digikala.com/digikala-products/b34e40b67c63a7e3c9498d674cd4b41e2235ce6c_1618830956.jpg,https://dkstatics-public.digikala.com/digikala-products/01771504d1dafcfd84ce637c4ea800877dc272de_1618830957.jpg,https://dkstatics-public.digikala.com/digikala-products/81972fdf67d88dd13b132d0adaa9b750fbe8377f_1618830959.jpg,[],[],[],[],[],[],[],3090000,%,[],کوتاه
/شلوارک-ورزشی-مردانه-استارت-مدل,https://www.digikala.com/product/dkp-3306596/شلوارک-ورزشی-مردانه-استارت-مدل-g1001,https://dkstatics-public.digikala.com/digikala-products/b88aee47da48e5e97a4dcded05da861e2ca1df31_1598515568.jpg,https://dkstatics-public.digikala.com/digikala-products/5a0efaa25045513190835723cbb2f0fb35823a24_1598515595.jpg,https://dkstatics-public.digikala.com/digikala-products/09d305d1272dfde43b87f7691516b8d1b9f8bffc_1598515768.jpg,[],[],[],[],[],[],[],[],[],2480000,32%,[],کوتاه
/شلوار-ورزشی-مردانه-آندر-آرمور-مدل-3068b,https://www.digikala.com/product/dkp-3546378/شلوار-ورزشی-مردانه-آندر-آرمور-مدل-3068blupant,https://dkstatics-public.digikala.com/digikala-products/b254ddc99fe2c70abdb66d0dcbc47d69d7fbeaf5_1602527866.jpg,https://dkstatics-public.digikala.com/digikala-products/a6d58407a0cc5927a2ceeb7fddd3805499ef76c6_1602527862.jpg,https://dkstatics-public.digikala.com/digikala-products/bda6a1154f84d3f0da8ce72aadff3a22674a73a2_1602527865.jpg,[],[],[],[],[],[],[],[],[],14000000,50%,[],کوتاه
/شلوارک-ورزشی-مردانه-مدل-g-ua-s,https://www.digikala.com/product/dkp-2200087/شلوارک-ورزشی-مردانه-مدل-g-ua-sr-2020,https://dkstatics-public.digikala.com/digikala-products/114295558.jpg,https://dkstatics-public.digikala.com/digikala-products/114295565.jpg,https://dkstatics-public.digikala.com/digikala-products/114295563.jpg,https://dkstatics-public.digikala.com/digikala-products/114295560.jpg,[],[],[],[],[],[],[],[],1650000,%,[],کوتاه
/شلوارک-ورزشی-مردانه-1991-اس-دبلیو-مدل-training-sport-sho,https://www.digikala.com/product/dkp-1669108/شلوارک-ورزشی-مردانه-1991-اس-دبلیو-مدل-training-sport-shorts-br,https://dkstatics-public.digikala.com/digikala-products/111436635.jpg,https://dkstatics-public-2.digikala.com/digikala-products/111436637.jpg,https://dkstatics-public-2.digikala.com/digikala-products/111436641.jpg,https://dkstatics-public-2.digikala.com/digikala-products/111635729.jpg,[],[],[],[],[],[],[],[],2460000,15%,[],کوتاه
/تیشرت-ورزشی-مردانه-طرح-آرسنال-کد-ho,https://www.digikala.com/product/dkp-3188393/تیشرت-ورزشی-مردانه-طرح-آرسنال-کد-home2021,https://dkstatics-public.digikala.com/digikala-products/3818736c9547f477cc126c754684e6ffd13122ba_1596497066.jpg,https://dkstatics-public.digikala.com/digikala-products/ada6c961107f92daf2e2c28bf1f55c33eddd7a8d_1596496948.jpg,https://dkstatics-public.digikala.com/digikala-products/740bb35ee5a6a3d10918c912d557316bfbea24c2_1596496998.jpg,https://dkstatics-public.digikala.com/digikala-products/dffa505488282ea33dae6cea79c8599a7560d614_1596497101.jpg,https://dkstatics-public.digikala.com/digikala-products/0e97766c25f28f1c95112770b212955ad8751f9b_1596497104.jpg,[],[],[],[],[],[],[],2690000,%,گرد,کوتاه
/شلوار-ورزشی-مردانه-جوما-مدل-estad,https://www.digikala.com/product/dkp-2119271/شلوار-ورزشی-مردانه-جوما-مدل-estadio-100,https://dkstatics-public.digikala.com/digikala-products/113854313.jpg,[],[],[],[],[],[],[],[],[],[],[],7850000,%,[],کوتاه
