Name,Main Web Page,Main Image,Second Image,Third Image,Fourth Image,Fifth Image,Sixth Image,Seventh Image,Eighth Image,Price,Discounted Price,Collar
MENS PRINTED T-SHIRT-BRIGHT,https://www.salian.com/men/clothes/t-shirt/mens-printed-t-shirt-bright.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64245_1619514884.jpg?tp=772490331,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64245_1619514888.jpg?tp=1665418888,[],[],[],[],[],[],2980000,2235000,[]
MENS PRINTED T-SHIRT-SALIAN,https://www.salian.com/men/clothes/t-shirt/mens-printed-t-shirt-salian.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64239_1621068375.jpg?tp=1903638333,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64239_1621068381.jpg?tp=1083268740,[],[],[],[],[],[],2750000,2062500,[]
MENS PRINTED T-SHIRT-SQUARE,https://www.salian.com/men/clothes/t-shirt/mens-printed-t-shirt-square.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64228_1621230803.jpg?tp=1477065127,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64228_1621230809.jpg?tp=286002186,[],[],[],[],[],[],2750000,2062500,[]
MENS PRINTED T-SHIRT-GEO,https://www.salian.com/men/clothes/t-shirt/mens-printed-t-shirt-geo.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64222_1620469259.jpg?tp=518417610,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64222_1620469263.jpg?tp=1724814020,[],[],[],[],[],[],2650000,1987500,[]
MENS PRINTED T-SHIRT-TREE,https://www.salian.com/men/clothes/t-shirt/mens-printed-t-shirt-tree.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64216_1620190549.jpg?tp=643001339,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64216_1620190557.jpg?tp=996212559,[],[],[],[],[],[],2950000,2212500,[]
MENS PRINTED T-SHIRT-VISUAL,https://www.salian.com/men/clothes/t-shirt/mens-printed-t-shirt-visual.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64199_1621075346.jpg?tp=216877451,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64199_1621075352.jpg?tp=1625303068,[],[],[],[],[],[],2850000,2137500,[]
MENS PRINTED T-SHIRT-SALIAN-4,https://www.salian.com/men/clothes/t-shirt/mens-printed-t-shirt-salian-4.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64142_1621068978.jpg?tp=1887924657,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64142_1621068983.jpg?tp=1539283135,[],[],[],[],[],[],2750000,2062500,[]
MENS PRINTED T-SHIRT-DAMAVAND,https://www.salian.com/men/clothes/t-shirt/mens-printed-t-shirt-damavand.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64136_1621431003.jpg?tp=70319941,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64136_1621431005.jpg?tp=1498690919,[],[],[],[],[],[],2780000,2085000,[]
MENS CREW NECK T-SHIRT-BERNIE,https://www.salian.com/men/clothes/t-shirt/mens-crew-neck-t-shirt-bernie.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64130_1621499086.jpg?tp=1718110992,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64130_1621499089.jpg?tp=1402770825,[],[],[],[],[],[],2650000,1987500,[]
MENS PRINTED T-SHIRT-CYCLE,https://www.salian.com/men/clothes/t-shirt/mens-printed-t-shirt-cycle.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64063_1621256211.jpg?tp=126091313,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_64063_1621256215.jpg?tp=1659968788,[],[],[],[],[],[],2750000,2062500,[]
MENS STRIPED POLO SHIRT-KOLBY,https://www.salian.com/men/clothes/t-shirt/mens-striped-polo-shirt-kolby.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_63736_1621498890.jpg?tp=1140288495,[],[],[],[],[],[],[],4280000,3210000,[]
MENS PRINTED POLO SHIRT-KENAN,https://www.salian.com/men/clothes/t-shirt/mens-printed-polo-shirt-kenan.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_63644_1621431406.jpg?tp=66129291,[],[],[],[],[],[],[],4280000,3210000,[]
MENS POLO SHIRT-KELBY,https://www.salian.com/men/clothes/t-shirt/mens-polo-shirt-kelby.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_63458_1621440830.jpg?tp=2108717892,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_63458_1621440834.jpg?tp=1875211331,[],[],[],[],[],[],4500000,3375000,[]
MENS PIQUE T-SHIRT-KEVANDO,https://www.salian.com/men/clothes/t-shirt/mens-pique-t-shirt-kevando.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_63393_1621505542.jpg?tp=1927660824,[],[],[],[],[],[],[],3950000,2962500,[]
MENS POLO SHIRT-FREDDIS,https://www.salian.com/men/clothes/t-shirt/mens-polo-shirt-freddis.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_63319_1621484170.jpg?tp=59493026,[],[],[],[],[],[],[],4980000,3735000,[]
PRINTED T-SHIRT-SOLUTION,https://www.salian.com/men/clothes/t-shirt/printed-t-shirt-solution.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_63209_1619723372.jpg?tp=1069963018,[],[],[],[],[],[],[],1750000,875000,[]
MENS CREW NECK T-SHIRT-BLANDON,https://www.salian.com/men/clothes/t-shirt/mens-crew-neck-t-shirt-blandon.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_62202_1621440886.jpg?tp=45722760,[],[],[],[],[],[],[],4200000,3150000,[]
MENS PRINTED T-SHIRT-BINDEN,https://www.salian.com/men/clothes/t-shirt/mens-printed-t-shirt-binden.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_62029_1616942755.jpg?tp=1421143942,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_62029_1616942759.jpg?tp=1648961000,[],[],[],[],[],[],3980000,2985000,[]
MENS  PRINTED T-SHIRT-SALIAN-1,https://www.salian.com/men/clothes/t-shirt/mens-printed-t-shirt-salian-1.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_62006_1621165912.jpg?tp=596023553,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_62006_1621165917.jpg?tp=1926097066,[],[],[],[],[],[],3900000,2925000,[]
MENS CREW NECK T-SHIRT-BLADE,https://www.salian.com/men/clothes/t-shirt/mens-crew-neck-t-shirt-blade.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_61936_1620631956.jpg?tp=2034690695,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_61936_1620631961.jpg?tp=317903720,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_61936_1620631961_1.jpg?tp=1640480329,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_61936_1620631967.jpg?tp=1312051899,[],[],[],[],4200000,3150000,[]
MENS PRINTED T-SHIRT-PALSE,https://www.salian.com/men/clothes/t-shirt/mens-printed-t-shirt-palse.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_60168_1616148138.jpg?tp=935343307,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_60168_1616148142.jpg?tp=764482135,[],[],[],[],[],[],3900000,2925000,[]
MENS  PRINTED T-SHIRT-SALIAN-2,https://www.salian.com/men/clothes/t-shirt/mens-printed-t-shirt-salian-2.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_60162_1620995239.jpg?tp=1734555596,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_60162_1620995245.jpg?tp=73123539,[],[],[],[],[],[],3900000,2925000,[]
MENS POLO SHIRT-HABER,https://www.salian.com/men/clothes/t-shirt/mens-polo-shirt-haber.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_60022_1620478630.jpg?tp=1022542377,[],[],[],[],[],[],[],3500000,2625000,[]
MENS SHAWEL COLLAR T-SHIRT-BON,https://www.salian.com/men/clothes/t-shirt/mens-shawel-collar-t-shirt-bon.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_59823_1620630182.jpg?tp=1370874676,[],[],[],[],[],[],[],5880000,4410000,[]
MENS POLO SHIRT-AUDONIK,https://www.salian.com/men/clothes/t-shirt/mens-polo-shirt-audonik.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_59590_1619605762.jpg?tp=759290082,[],[],[],[],[],[],[],4350000,3262500,[]
MENS REGLAN  T-SHIRT-BILLY,https://www.salian.com/men/clothes/t-shirt/mens-reglan-t-shirt-billy.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_59321_1620629911.jpg?tp=1166282820,[],[],[],[],[],[],[],4480000,3360000,[]
MENS CREW NECK T-SHIRT-BLAINE,https://www.salian.com/men/clothes/t-shirt/mens-crew-neck-t-shirt-blaine.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_59299_1620629421.jpg?tp=11282994,[],[],[],[],[],[],[],3750000,2812500,[]
MENS CREW NECK T-SHIRT-NOAH,https://www.salian.com/men/clothes/t-shirt/mens-crew-neck-t-shirt-noah.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_59272_1620405409.jpg?tp=81603911,[],[],[],[],[],[],[],4200000,3150000,[]
MENS POLO SHIRT-BELINDO,https://www.salian.com/men/clothes/t-shirt/mens-polo-shirt-belindo.html,https://www.salian.com/media/catalog/product/cache/4/thumbnail/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image_59186_1619442260.jpg?tp=2119819750,[],[],[],[],[],[],[],4680000,3510000,[]
