Name,Main Web Page,Main Image,Second Image,Third Image,Fourth Image,Fifth Image,Price,Discounted price
تی شرت کلاسیک طرح True or False,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-true-or-false/,http://www.ustclothing.com/wp-content/uploads/2020/07/edu0004b.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح I 8 sum …,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-i-8-sum/,http://www.ustclothing.com/wp-content/uploads/2020/07/edu0003b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Seven Sins,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-seven-sins/,http://www.ustclothing.com/wp-content/uploads/2020/07/edu0002b.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Twist,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-twist/,http://www.ustclothing.com/wp-content/uploads/2020/07/edu0001b.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Rick and Morty,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-rick-and-morty-5/,http://www.ustclothing.com/wp-content/uploads/2020/07/movies022b.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Rick and Morty,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-rick-and-morty-4/,http://www.ustclothing.com/wp-content/uploads/2020/07/movies021b.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Rick and Morty,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-rick-and-morty-3/,http://www.ustclothing.com/wp-content/uploads/2020/07/movies020b.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Rick and Morty,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-rick-and-morty-2/,http://www.ustclothing.com/wp-content/uploads/2020/07/movies0019b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Rick and Morty,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-rick-and-morty/,http://www.ustclothing.com/wp-content/uploads/2020/07/movies0018b.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Rick and Morty,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-rick-and-morty-2/,http://www.ustclothing.com/wp-content/uploads/2020/07/movies0017b.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Rick and Morty,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-rick-and-morty/,http://www.ustclothing.com/wp-content/uploads/2020/07/movies0016b.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح The Ring,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-the-ring/,http://www.ustclothing.com/wp-content/uploads/2020/07/horror009b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح I’m Fine,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-im-fine/,http://www.ustclothing.com/wp-content/uploads/2020/07/space015b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Whale,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-whale/,http://www.ustclothing.com/wp-content/uploads/2020/07/animals018b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Sloths,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-sloths-2/,http://www.ustclothing.com/wp-content/uploads/2020/07/animals016b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Rock Panda,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-rock-panda/,http://www.ustclothing.com/wp-content/uploads/2020/07/animals017b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Shiny Owl,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-shiny-owl/,http://www.ustclothing.com/wp-content/uploads/2020/07/animals015b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Night Owl,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-night-owl/,http://www.ustclothing.com/wp-content/uploads/2020/07/animals014b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Harry Owl,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-harry-owl/,http://www.ustclothing.com/wp-content/uploads/2020/07/animals013b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Deer,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-deer/,http://www.ustclothing.com/wp-content/uploads/2020/07/animals012b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Sloths,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-sloths/,http://www.ustclothing.com/wp-content/uploads/2020/07/animals011b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Soda Sloths,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-soda-sloths/,http://www.ustclothing.com/wp-content/uploads/2020/07/animals010b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Butterfly,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-butterfly/,http://www.ustclothing.com/wp-content/uploads/2020/07/animals009b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح جغد,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-%d8%ac%d8%ba%d8%af/,http://www.ustclothing.com/wp-content/uploads/2020/07/animals008b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Pinkfloyd,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-pinkfloyd/,http://www.ustclothing.com/wp-content/uploads/2020/07/music009b.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Sound of Silence,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-sound-of-silence/,http://www.ustclothing.com/wp-content/uploads/2020/07/music008b.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Note of Nature,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-note-of-nature/,http://www.ustclothing.com/wp-content/uploads/2020/07/music007b.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Guitarist,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-guitarist/,http://www.ustclothing.com/wp-content/uploads/2020/07/music006b.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Music,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-music-2/,http://www.ustclothing.com/wp-content/uploads/2020/07/music004b.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Speakers,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-speakers/,http://www.ustclothing.com/wp-content/uploads/2020/07/music005b.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Music,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-music/,http://www.ustclothing.com/wp-content/uploads/2020/07/music003b.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح BEATLES,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-beatles/,http://www.ustclothing.com/wp-content/uploads/2020/07/music002b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح coffee,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-coffee/,http://www.ustclothing.com/wp-content/uploads/2020/07/food06b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Pizza,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-pizza/,http://www.ustclothing.com/wp-content/uploads/2020/07/food05b.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Engineer,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-engineer/,http://www.ustclothing.com/wp-content/uploads/2020/07/engineer004b.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Be Creative,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-be-creative/,http://www.ustclothing.com/wp-content/uploads/2020/07/designer006b.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Joker,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-joker/,http://www.ustclothing.com/wp-content/uploads/2020/07/movies0015b.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Peaky Blinders,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-peaky-blinders/,http://www.ustclothing.com/wp-content/uploads/2020/07/movies0014b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Joker,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-joker-2/,http://www.ustclothing.com/wp-content/uploads/2020/07/movies0013b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Live Simple,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-live-simple/,http://www.ustclothing.com/wp-content/uploads/2020/07/travel003.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Favorite view,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-favorite-view/,http://www.ustclothing.com/wp-content/uploads/2020/07/travel002.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Adevnture,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-adevnture/,http://www.ustclothing.com/wp-content/uploads/2020/07/travel001.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح ARNOLD,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-arnold/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports026b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Tennis,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-tennis/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports025b.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Bowling,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-bowling/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports024b.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح never stay down,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-never-stay-down/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports023b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Kiss My Ace,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-kiss-my-ace/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports022b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Fight,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-fight/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports021b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح SPLIT,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-split/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports020b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Racer,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-racer/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports019b.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Billiards,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-billiards/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports018b.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح You are still Alive!,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-you-are-still-alive/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports017b.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Watch Me,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-watch-me/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports016b.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Shawshank Chess,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-shawshank-chess/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports014b.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Chess,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-chess-2/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports013-b.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Formula 1,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-formula-1/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports012.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Chess,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-chess/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports011b.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Boxer Panda,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-boxer-panda/,http://www.ustclothing.com/wp-content/uploads/2020/07/sports010-.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Leaving,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-leaving/,http://www.ustclothing.com/wp-content/uploads/2020/06/space014.jpg,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح NASA,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-nasa/,http://www.ustclothing.com/wp-content/uploads/2020/06/space013.jpg,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Rocket,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-rocket/,http://www.ustclothing.com/wp-content/uploads/2020/06/space012.jpg,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Spaceman,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-spaceman/,http://www.ustclothing.com/wp-content/uploads/2020/06/space011.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Space shoot,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-space-shoot/,http://www.ustclothing.com/wp-content/uploads/2020/06/space010.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Music Alphabet,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-music-alphabet/,http://www.ustclothing.com/wp-content/uploads/2020/06/music001.jpg,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Run,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-run/,http://www.ustclothing.com/wp-content/uploads/2020/06/programmer006.jpg,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح I Need a Break,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-i-need-a-break/,http://www.ustclothing.com/wp-content/uploads/2020/06/programmer005.jpg,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Codefather,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-codefather/,http://www.ustclothing.com/wp-content/uploads/2020/06/programmer004.jpg,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Eat Sleep Code,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-eat-sleep-code/,http://www.ustclothing.com/wp-content/uploads/2020/06/programmer003.jpg,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Code,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-code/,http://www.ustclothing.com/wp-content/uploads/2020/06/programmer002.jpg,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Python,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-python/,http://www.ustclothing.com/wp-content/uploads/2020/06/programmer-001.jpg,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Photographer Evolution,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-photographer-evolution/,http://www.ustclothing.com/wp-content/uploads/2020/06/photographer-004-1.jpg,[],[],[],[],2050000,2050000
