Name,Main Web Page,Main Image,Second Image,Third Image,Fourth Image,Fifth Image,Price,Discounted price
تی شرت Oversize طرح Photographer,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-photographer-2/,http://www.ustclothing.com/wp-content/uploads/2020/06/photographer-003-1.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Photographer,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-photographer/,http://www.ustclothing.com/wp-content/uploads/2020/06/photographer-001-1.jpg,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Born to Shoot,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-born-to-shoot/,http://www.ustclothing.com/wp-content/uploads/2020/06/photographer-002.jpg,[],[],[],[],2050000,2050000
"تی شرت کلاسیک طرح Relax, I’m an Engineer",http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-relax-im-an-engineer/,http://www.ustclothing.com/wp-content/uploads/2020/06/engineer003.jpg,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Hunk Engineer,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-hunk-engineer/,http://www.ustclothing.com/wp-content/uploads/2020/06/engineer002.jpg,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح I’m an Engineer,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-im-an-engineer/,http://www.ustclothing.com/wp-content/uploads/2020/06/engineer001.jpg,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح I’m a Doctor,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-im-a-doctor/,http://www.ustclothing.com/wp-content/uploads/2020/06/doctor003.jpg,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Be Nice,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-be-nice/,http://www.ustclothing.com/wp-content/uploads/2020/06/doctor-002.jpg,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Doctor,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-doctor/,http://www.ustclothing.com/wp-content/uploads/2020/06/doctor001.jpg,[],[],[],[],2050000,2050000
تی شرت Oversize طرح photoshop,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-photoshop/,http://www.ustclothing.com/wp-content/uploads/2020/06/designer-005.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Graphist Panda,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-graphist-panda/,http://www.ustclothing.com/wp-content/uploads/2020/06/designer-004.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Draw,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-draw/,http://www.ustclothing.com/wp-content/uploads/2020/06/designer-003.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح CMYK,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-cmyk/,http://www.ustclothing.com/wp-content/uploads/2020/06/designer-002.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Ctrl+Z,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-ctrlz/,http://www.ustclothing.com/wp-content/uploads/2020/06/designer-001.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Zombie,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-zombie/,http://www.ustclothing.com/wp-content/uploads/2020/06/horror008.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Death Present,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-death-present/,http://www.ustclothing.com/wp-content/uploads/2020/06/horror007.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Rise & Shine,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-rise-shine/,http://www.ustclothing.com/wp-content/uploads/2020/06/horror006.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح AWESOME!,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-awesome/,http://www.ustclothing.com/wp-content/uploads/2020/06/fun001.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Fresh Milk,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-fresh-milk/,http://www.ustclothing.com/wp-content/uploads/2020/06/animals007.jpg,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Candy Dog,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-candy-dog/,http://www.ustclothing.com/wp-content/uploads/2020/06/animals006.jpg,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Yoga,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-yoga-2/,http://www.ustclothing.com/wp-content/uploads/2020/06/yoga004-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Namaste,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-namaste/,http://www.ustclothing.com/wp-content/uploads/2020/06/yoga003-1.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Bonsai,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-bonsai/,http://www.ustclothing.com/wp-content/uploads/2020/06/yoga002-1.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح yoga cat,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-yoga-cat/,http://www.ustclothing.com/wp-content/uploads/2020/06/yoga001-1.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Relax. Nothing Under Control,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-relax-nothing-under-control/,http://www.ustclothing.com/wp-content/uploads/2020/06/text008.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Ha.,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-ha/,http://www.ustclothing.com/wp-content/uploads/2020/06/text007-.jpg,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح TEXT,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-text-2/,http://www.ustclothing.com/wp-content/uploads/2020/06/text006.jpg,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح TEXT,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-text/,http://www.ustclothing.com/wp-content/uploads/2020/06/text005.jpg,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Stay Focused,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-stay-focused/,http://www.ustclothing.com/wp-content/uploads/2020/06/text004.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Stay Strong,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-stay-strong/,http://www.ustclothing.com/wp-content/uploads/2020/06/text003.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح What the …,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-what-the/,http://www.ustclothing.com/wp-content/uploads/2020/06/text002.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Stupid People,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-stupid-people/,http://www.ustclothing.com/wp-content/uploads/2020/06/text001-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح piece of Space,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-piece-of-space/,http://www.ustclothing.com/wp-content/uploads/2020/06/space009.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Alien,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-alien/,http://www.ustclothing.com/wp-content/uploads/2020/06/space008.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح space man,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-space-man/,http://www.ustclothing.com/wp-content/uploads/2020/06/space007-.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Up There,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-up-there/,http://www.ustclothing.com/wp-content/uploads/2020/06/space006.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح fishman,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-fishman/,http://www.ustclothing.com/wp-content/uploads/2020/06/space005-.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح space view,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-space-view/,http://www.ustclothing.com/wp-content/uploads/2020/06/space004.jpg,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Space,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-space/,http://www.ustclothing.com/wp-content/uploads/2020/06/space003-1.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Space ON,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-space-on/,http://www.ustclothing.com/wp-content/uploads/2020/06/space002-1.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح space baloon,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-space-baloon/,http://www.ustclothing.com/wp-content/uploads/2020/06/space001-1.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح اسکی,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-%d8%a7%d8%b3%da%a9%db%8c-2/,http://www.ustclothing.com/wp-content/uploads/2020/06/sports0004.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح اسکی,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-%d8%a7%d8%b3%da%a9%db%8c/,http://www.ustclothing.com/wp-content/uploads/2020/06/sports0003.jpg,[],[],[],[],2250000,2250000
تی شرت دخترانه طرح گربه,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%af%d8%ae%d8%aa%d8%b1%d8%a7%d9%86%d9%87-%d8%b7%d8%b1%d8%ad-%da%af%d8%b1%d8%a8%d9%87/,http://www.ustclothing.com/wp-content/uploads/2020/06/animals005-1.png,[],[],[],[],1470000,1470000
تی شرت کلاسیک طرح جغد,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-%d8%ac%d8%ba%d8%af-2/,http://www.ustclothing.com/wp-content/uploads/2020/06/animals004-1.png,[],[],[],[],2050000,2050000
تی شرت دخترانه طرح سگ,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%af%d8%ae%d8%aa%d8%b1%d8%a7%d9%86%d9%87-%d8%b7%d8%b1%d8%ad-%d8%b3%da%af/,http://www.ustclothing.com/wp-content/uploads/2020/06/animals003-1.png,[],[],[],[],1470000,1470000
تی شرت کلاسیک طرح خرس,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-%d8%ae%d8%b1%d8%b3/,http://www.ustclothing.com/wp-content/uploads/2020/06/animals002-1.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح جغد,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-%d8%ac%d8%ba%d8%af/,http://www.ustclothing.com/wp-content/uploads/2020/06/animals001-1.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح WALL-E,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-wall-e/,http://www.ustclothing.com/wp-content/uploads/2020/06/movies0012-1.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح walking dead,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-walking-dead-2/,http://www.ustclothing.com/wp-content/uploads/2020/06/movies0011-.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح walking dead,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-walking-dead/,http://www.ustclothing.com/wp-content/uploads/2020/06/movies0010-.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Breaking Bad,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-breaking-bad/,http://www.ustclothing.com/wp-content/uploads/2020/06/movies0009-.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح breaking bad,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-breaking-bad/,http://www.ustclothing.com/wp-content/uploads/2020/06/movies0008-.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Rick & Morty,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-rick-morty-3/,http://www.ustclothing.com/wp-content/uploads/2020/06/movies0005-.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Rick & Morty,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-rick-morty-2/,http://www.ustclothing.com/wp-content/uploads/2020/06/movies0004-.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Rick & Morty,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-rick-morty/,http://www.ustclothing.com/wp-content/uploads/2020/06/movies0003-.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Joker,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-joker/,http://www.ustclothing.com/wp-content/uploads/2020/06/movies0002-.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Don’t Fear,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-dont-fear/,http://www.ustclothing.com/wp-content/uploads/2020/06/horror005-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Zombies,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-zombies/,http://www.ustclothing.com/wp-content/uploads/2020/06/horror004-1.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح IT,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-it/,http://www.ustclothing.com/wp-content/uploads/2020/06/horror003-1.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Monster,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-monster/,http://www.ustclothing.com/wp-content/uploads/2020/06/horror002-1.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Floral Skull,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-floral-skull/,http://www.ustclothing.com/wp-content/uploads/2020/06/horror001-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Gang,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-gang-4/,http://www.ustclothing.com/wp-content/uploads/2020/06/gang009-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Eagle,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-eagle/,http://www.ustclothing.com/wp-content/uploads/2020/06/gang008-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Anchor,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-anchor/,http://www.ustclothing.com/wp-content/uploads/2020/06/gang007-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Gang,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-gang-3/,http://www.ustclothing.com/wp-content/uploads/2020/06/gang006-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Gang,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-gang-2/,http://www.ustclothing.com/wp-content/uploads/2020/06/gang005-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Gang,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-gang/,http://www.ustclothing.com/wp-content/uploads/2020/06/gang004-1.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Roma,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-roma/,http://www.ustclothing.com/wp-content/uploads/2020/06/gang002-1.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Beer Clan,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-beer-clan/,http://www.ustclothing.com/wp-content/uploads/2020/06/gang001-1.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Skullfly,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-skullfly/,http://www.ustclothing.com/wp-content/uploads/2020/06/gang003-1.png,[],[],[],[],2250000,2250000
