Name,Main Web Page,Main Image,Second Image,Third Image,Fourth Image,Fifth Image,Sixth Image,Seventh Image,Eighth Image,Ninth Image,Tenth Image,Eleventh Image,Twelve Image,Thirteenth Image,Fourteenth Image,Price,Value of Discount,Sleeve
تی شرت طرح دار ماوی,https://www.iranmavi.com/men/t-shirt/066240-620.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/6/863d6ca9e253be81db343060c217ec9b81ae2dbb.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/0/700d62adebf875c60426ba53714f877ab6d9a4f1.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/0/e091716bd7762ec73c0079ece7ac094f6d85a107.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/c/ec30d9c879e413098c4661b81e2f2c0649f147bb.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/6/863d6ca9e253be81db343060c217ec9b81ae2dbb.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/9/99ab198dd457e8b3e615c8c1fd4e900e70d26399.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/2/5269e8caa2e53054fcb25b9c266fe3fe71c83930.jpg,[],[],[],[],[],[],[],4510000  ,3190000  ,کوتاه
تی شرت یقه جین ماوی,https://www.iranmavi.com/men/t-shirt/065923-30651.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/1/a1da42005eb97d33a1462dea934f00c89ef03f6f.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/e/bec3f30a240fb691b6a3300071612ab49471e317.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/1/a1da42005eb97d33a1462dea934f00c89ef03f6f.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/5/554376de52f0900a4faec534cbdf869bfd3e0c62.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/c/dc4afa901861912a5d1633dc8fc34d9c20d596de.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/3/037ac9a753c1a0ffa1f63bd6157f6a22d5b7a0b1.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/4/442b4d43af420e75f21d3c71cc5aea2efd6ca096.jpg,[],[],[],[],[],[],[],8790000  ,5130000  ,کوتاه
تی شرت ماوی,https://www.iranmavi.com/men/t-shirt/066339-32177.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/2/0209fb9ae4d1c453e061f046d94331ba29ad098d.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/2/0209fb9ae4d1c453e061f046d94331ba29ad098d.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/2/92c889c3032f8da1ca99477baa063e07024f239e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/e/6e731a408f40d8b20bbda80694005051e026fd79.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/e/1ef2d6b6ab2733e849be49319e8bd3058bd946b7.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/33188761fe915b1d8f7a49e80d926706295f0416.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/7/67ddb0bf711805b6db63feb56cf3f2f69e6231b5.jpg,[],[],[],[],[],[],[],8060000  ,5130000  ,کوتاه
تی شرت طرح دار ماوی,https://www.iranmavi.com/men/t-shirt/066231-900.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/6/b6f435b3c534eba8a066db29d1c665d9b124f739.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/c/3cc0b4be755a11276dfc78f181b3137ccc7f8a2e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/a/1a9a56b9a96633227d2ab3cd88cc33b3f14a9fa9.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/6/96aaa3ea0dc5808ada45d8e0fc0c5b988dbf9eda.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/2/f2ba5d25340ffe3501bb1c6fe3b2c485644df86e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/6/b6f435b3c534eba8a066db29d1c665d9b124f739.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/f/5f13ff0a80177a718a9fc12d5188af06070d9bbd.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/f/2fffff1ed46cc8715f6efe44ec4efa84051955ce.jpg,[],[],[],[],[],[],6770000  ,3760000  ,کوتاه
تی شرت ماوی,https://www.iranmavi.com/men/t-shirt/066297-32341.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/3/d3f9cec334eb0ccee459d7ba129f0ec121361d2b.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/3/d3f9cec334eb0ccee459d7ba129f0ec121361d2b.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/7/d77e07b9f7f9066205e96a08c3bf0f49919feaef.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/7/b7691c2b70167b3f67d5f1e2cf505d134fec087d.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/3/8303af61747d10d8f3e3bfc704d7979f982fe4de.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/d/cdf799f96d3e37e18f84e546dd7b0fb08ebb14b0.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/b/5b8bf53d24b81331bcfe2e61a158d15eeb942a64.jpg,[],[],[],[],[],[],[],8060000  ,5130000  ,کوتاه
تی شرت ماوی,https://www.iranmavi.com/men/t-shirt/066249-28801.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/2/327dfe589ed9ead38a549e7eb5da3e7a34c3c739.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/a/babf7a977e3531237a17d7acbc2e610b6e63ce2f.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/e/cef622aa074d2faaa9ec0594b99ed8e3d151fe27.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/2/327dfe589ed9ead38a549e7eb5da3e7a34c3c739.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/c/ec7489ecb92aa827413ff97a2e2a618ac97be830.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/c/0ca7354c4c4751dd3ffa56f0f76bd74582f73401.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/4/94e106004a8b1606307fc014b09ef45b3f508ea3.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/9/d907387a8a62cd0d2d115e7c0fbab269db072bd5.jpg,[],[],[],[],[],[],4510000  ,3190000  ,کوتاه
تی شرت ماوی,https://www.iranmavi.com/men/t-shirt/066483-900.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/5/d5827d6cf4310b39b903200224b45470800bfba7.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/7/877e723f7db2c39ada6d234a15c1b408c2e902d1.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/2/e274308893a73ee62ecaa10961a09daae6b4377e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/5/d5827d6cf4310b39b903200224b45470800bfba7.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/5/552c2ac821703ce7c5ca276f6c754abec29905f5.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/8/d81e6ceaa71d88edc8043013b36baee1f59eae42.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/a/5abad0e1665b7710de5447d6c94ebfda91f9005f.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/2/f2d067a2e37235e88b03dfe60f2c59cf53db95c5.jpg,[],[],[],[],[],[],6020000 ,6020000 ,کوتاه
تی شرت ماوی,https://www.iranmavi.com/men/t-shirt/066483-30701.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/5/254b5939c0b4822a7470aaf92e67e0b21b733319.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/6/96e5a6eff717c9b4c2ec1123bd8e1c0a2d8b0f2e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7746967a99621cc1533052fe0a736ad7c8ff49bb.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/f/7f95f9f372e791e79d3d168a3a74b25f58fa9a3d.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/4/c466c73e21bc18d9ffc0c71feebfff0224f9de90.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/1/218c9d68635d5f368d2450e0f18ef605939d4acf.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/5/254b5939c0b4822a7470aaf92e67e0b21b733319.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/8/68bfc0493815fdd3426bd725fb10051cf713c787.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/8/383c2fafab5e097fc7e8412d4b47c9a2575d14e8.jpg,[],[],[],[],[],6020000 ,6020000 ,کوتاه
تی شرت آستین بلند ماوی,https://www.iranmavi.com/men/t-shirt/066320-32344.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/2/92400292dff4a257e536f599f4ce85dedca5b548.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/7/37fdfd0d3dd32790164929ba4db32afd591152a7.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/1/11a9bbf96da7617e9190210f4b454c1d10aa9e0a.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/36fc479e243633e3709f89a6cd6c9f01e0fe8a7c.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/0/903c42feded592992aaf77965f47397dee478f4e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/2/92400292dff4a257e536f599f4ce85dedca5b548.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/3/e351e557b13f4142d41159d9ef2a9e77905c4922.jpg,[],[],[],[],[],[],[],6770000  ,3370000  , بلند ماوی
تی شرت ماوی,https://www.iranmavi.com/men/t-shirt/063247-30719.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/f/dfca6c9249885b5d7bfe7f75f6ec410a26214f39.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/8/68d47289a045aa8dfcc016d6889ac6287926b390.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/f/dfca6c9249885b5d7bfe7f75f6ec410a26214f39.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/4/c42a6f1383c7f345353f08f18162d487e1e81d63.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/4/049c66f286918e11b5694829d01ffc854ec9bd8f.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/b/bbf2d53d2c5c6308e574273002017fb5f2a334cb.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/c/2cf75648a2407ca19e36132407cf50f334cffabe.jpg,[],[],[],[],[],[],[],6770000 ,6770000 ,کوتاه
تی شرت ماوی,https://www.iranmavi.com/men/t-shirt/066297-32351.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/9/6948c7e1019fae42ceee7b82e4e3571ba8b0880f.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/3/03f6acbc776e0d1efd4cff2d5d66a988f160f5a4.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/5/752c37415092c6e2ce3ee486a8ab65ddfa603213.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/2/8290d94ac356d28eecf16de1380c1cbe85b2922e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/9/6948c7e1019fae42ceee7b82e4e3571ba8b0880f.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/9/6973c6bbeaa7b38afc7959a4bd14214f75ec2535.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/e/9edb03bcc18f6ba5c6eb744de3241ec701d73c79.jpg,[],[],[],[],[],[],[],8060000  ,5130000  ,کوتاه
تی شرت ماوی,https://www.iranmavi.com/men/t-shirt/064681-32330.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/8/384b5ae2420d62d4e73714c41624d1b6efbd6705.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/6/e6d3796a924967d9e026ab9d665948f5e264a211.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/8/e8de20ef69ffaf51c1639b1f11d681e0a6f57fe1.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/7/e77c1a5f68d2888edd8f6d970967100af7c5881e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/7/0748bfd7f7792e719abf88d128324e926bc1152f.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/8/384b5ae2420d62d4e73714c41624d1b6efbd6705.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/b/bb2f81a2c8b4ddda7ff8187abb10c78d65e97637.jpg,[],[],[],[],[],[],[],3760000 ,3760000 ,کوتاه
تی شرت ماوی,https://www.iranmavi.com/men/t-shirt/064681-32173.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/b/6bc40b2a5193bb064260aaa6028a671be52d8473.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/e/7e12480b2ca30246d7f72a8bc7122646d7d47196.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/c/bc3b5e4639669be2fdb104c324faf50c4a231a35.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/7/27e2f700ce3a8511ea766d20b33752b1e5afda17.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/b/6bc40b2a5193bb064260aaa6028a671be52d8473.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/e/de88e575a4ed0f29d77eed4a517d2b88d6c56fa2.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/f/9f43e6d4ef33d426fe8bd783d1df977580f53a68.jpg,[],[],[],[],[],[],[],3760000 ,3760000 ,کوتاه
تی شرت ماوی,https://www.iranmavi.com/men/t-shirt/064681-32434.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/0/d024dc3b4cf5ed39d40acf4aa34eaa5eb87ef6cb.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/5/35c5c80f296f0db02b9805d3eb5c656c03422239.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/4/0475451624d555204afffbc168ba61998aec7ea4.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/c/5cb49c7c6a151a00ba18a6b398d8e5d2a2c12162.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/2/92b61d1696496027889ddf9ffbf1943f20afd380.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/c/dc83e127a48d8419b5dc334ffe49511767b3b171.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/0/d024dc3b4cf5ed39d40acf4aa34eaa5eb87ef6cb.jpg,[],[],[],[],[],[],[],3760000 ,3760000 ,کوتاه
تی شرت طرح دار ماوی,https://www.iranmavi.com/men/t-shirt/066400-32334.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/8/282221659e9b3d277e80c788d326774fb0d80709.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/d/dd4ec256bcb8c9becb3e7791bf6e7d4ced080085.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/8/282221659e9b3d277e80c788d326774fb0d80709.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/e/4ef8f96d6c71a80df9e64d9769f2b9b8ae89a6d9.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/3/83b21eaa84bb29654003633312c76403314e5f75.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/2/e289f00f606401974e4b89fca3dc249b28391902.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/e/1e4219b38809bfb8a4e74ffd4ff6c40a214362c7.jpg,[],[],[],[],[],[],[],4510000 ,4510000 ,کوتاه
تی شرت ماوی,https://www.iranmavi.com/men/t-shirt/063504-28441.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/8/a8f3217d40f0920214a6ceab7e34cf19395ec34e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/8/a8f3217d40f0920214a6ceab7e34cf19395ec34e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/b/0b66465d1a166e88c0b895ea272b014d5247fc6b.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/1/11895a6decdeec226a40d44eb076672129308e1e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/1/a1fbf2a7c5b67c82645c61dcbc49717ac5771419.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/6/b68600f9a933b73329494fce0207ac88dd2c7a82.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/e/aeb9f76eb2fd065dcc732002ed26ff2c99569a06.jpg,[],[],[],[],[],[],[],4510000  ,3190000  ,کوتاه
تی شرت ماوی,https://www.iranmavi.com/men/t-shirt/064960-32434.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/1/71bfdec9f53b739a1e7854472e185705b46df71e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/1/71bfdec9f53b739a1e7854472e185705b46df71e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/5/153c0a8a8ab77a67d1996a3c989d73f3e8cd054e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/e/4e3dab8c0539678618053c770405103f0c3c65ae.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/9/4904a7a667558bc6867c40aab132658584bb1775.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/4/b4999f114b95c8cecfcc8246f14a6b575cb12a4e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/2/52e148594031cfca4e6ace67bbabdb7bc8722ff8.jpg,[],[],[],[],[],[],[],3760000 ,3760000 ,کوتاه
تی شرت ماوی,https://www.iranmavi.com/men/t-shirt/065191-28724.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/8/8882113423f042f9e22b4d90bc98ce716a13a23a.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/5/25bea7328b3e134f5165f7cb2df705bdeee1bb23.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/e/bece8716d7cbaadc18befa996dc0f1df45818e09.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/1/e1956b7e4155c50434fd990b0e038353df65fd7a.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/8/8882113423f042f9e22b4d90bc98ce716a13a23a.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/3/c3c36e961619a055d6ff51dae296b9c11fb03b91.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/3/63ff26ea9acb6984b9165f621218233ca7e4313a.jpg,[],[],[],[],[],[],[],4510000  ,3190000  ,کوتاه
تی شرت ماوی,https://www.iranmavi.com/men/t-shirt/063504-26341.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/4/9487963bf2bcdd67b2e7075e38a906214a30ea55.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/4/9487963bf2bcdd67b2e7075e38a906214a30ea55.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/2/723c8259233f54a7b0f35e05db1b25afb08c1a7d.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/5/75920049853d7e989c19585931e01e46870b679e.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/3/53e4a0b9e61c3c1641f9d2b401b650fe274a686c.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/3/b3fea208ce65bbb46cf0c36a2931162d5b06859b.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/a/0a803663b2e591bb9045e1bb8b8eca2390e0f2db.jpg,[],[],[],[],[],[],[],4510000  ,3190000  ,کوتاه
تی شرت استانبول ماوی,https://www.iranmavi.com/men/t-shirt/065000-25723.html,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/d/ddcb6444eba337eceb3d59b80ac6f218f51bc06f.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/b/6b627c3832d3d1816d525cfea84cffd85ee8f2b1.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/d/ddcb6444eba337eceb3d59b80ac6f218f51bc06f.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/2/62fbe17e1cc12467ad832d1f79206c86f62e9d28.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/6/96d27d74c5c9da0f1607d03d2e7f0b156d890ecb.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/2/7229891d80196fbc727923305a1a4aa9b49a35bc.jpg,https://www.iranmavi.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/d/8d690132118945433173b5d60107580a9e0c5db2.jpg,[],[],[],[],[],[],[],3760000  ,2850000  ,کوتاه
